run_idx,phase,tag,day,fit_cov,mean_geh,wall_s,params_json
79,refine,r009,2026-06-02,0.3773,10.891,406.1,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.6087, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
80,refine,r009,2026-06-04,0.4664,10.176,312.4,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.6087, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
81,refine,r010,2026-06-02,0.3773,11.024,391.9,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.4551, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
82,refine,r010,2026-06-04,0.4387,10.227,316.0,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.4551, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
83,refine,r011,2026-06-02,0.3773,10.925,398.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
84,refine,r011,2026-06-04,0.4757,10.198,312.2,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
85,refine,r012,2026-06-02,0.3669,10.955,405.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5699, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
86,refine,r012,2026-06-04,0.4456,10.219,331.5,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5699, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
87,refine,r013,2026-06-02,0.3576,10.991,395.2,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.447, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
88,refine,r013,2026-06-04,0.4549,10.211,318.0,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.447, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
89,refine,r014,2026-06-02,0.3576,11.004,392.9,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2863, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
90,refine,r014,2026-06-04,0.4468,10.215,319.4,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2863, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
91,refine,r015,2026-06-02,0.3669,10.941,395.4,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.188, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
92,refine,r015,2026-06-04,0.4375,10.172,314.9,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.188, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
93,refine,r016,2026-06-02,0.3669,10.828,398.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.3382, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
94,refine,r016,2026-06-04,0.4352,10.225,314.2,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.3382, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
95,refine,r017,2026-06-02,0.3264,10.967,384.7,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2595, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
